PART NUMBER	DESCRIPTION  (optional)	 FOCAL LENGTH 	LENS DIAMETER	CLEAR APERTURE (optional)	NUMBER OF SURFACES	WAVELENGTH MICROMETERS (optional)	WAVELENGTH MICROMETERS (optional)	WAVELENGTH MICROMETERS (optional)	RADIUS 1 	THICK 1	GLASS 1	RADIUS 2	THICK 2	GLASS 2	RADIUS 3	THICK 3	GLASS 3	RADIUS 4	THICK 4	GLASS 4	RADIUS 5	THICK 5	GLASS 5	RADIUS 6	THICK 6	GLASS 6	RADIUS 7	THICK 7	GLASS 7	RADIUS 8	THICK 8	GLASS 8	
45690	UV PCX	9	6		2				4,13	2,5	F_Silica	0																					
45691	UV PCX	12	6		2				5,5	2	F_Silica	0																					
45692	UV PCX	18	6		2				8,25	2	F_Silica	0																					
45693	UV PCX	13,5	9		2				6,19	3	F_Silica	0																					
45694	UV PCX	18	9		2				8,25	3	F_Silica	0																					
45695	UV PCX	27	9		2				12,38	2	F_Silica	0																					
48024	UV PCX	25	12		2				11,46	3,92	F_Silica	0																					
48025	UV PCX	30	12		2				13,75	3,55	F_Silica	0																					
48026	UV PCX	40	12		2				18,34	3,13	F_Silica	0																					
48027	UV PCX	50	12		2				22,92	2,9	F_Silica	0																					
48028	UV PCX	100	12		2				45,85	2,44	F_Silica	0																					
48273	UV PCX	38	25		2				17,42	7,25	F_Silica	0																					
48274	UV PCX	50	25		2				22,92	5,84	F_Silica	0																					
48275	UV PCX	75	25		2				34,39	4,43	F_Silica	0																					
48276	UV PCX	100	25		2				45,85	3,79	F_Silica	0																					
48277	UV PCX	125	25		2				57,3	3,42	F_Silica	0																					
48278	UV PCX	150	25		2				68,79	3,18	F_Silica	0																					
48279	UV PCX	175	25		2				80,23	3,01	F_Silica	0																					
48280	UV PCX	200	25		2				91,96	2,88	F_Silica	0																					
48281	UV PCX	250	25		2				114,61	2,71	F_Silica	0																					
48282	UV PCX	400	25		2				183,39	2,44	F_Silica	0																					
08008	UV PCX	75	50,8		2				34,39	14,21	F_Silica	0																					
08009	UV PCX	100	50,8		2				45,85	10,68	F_Silica	0																					
08010	UV PCX	150	50,8		2				68,79	7,86	F_Silica	0																					
08011	UV PCX	200	50,8		2				91,69	6,59	F_Silica	0																					
08063	UV PCX	250	50,8		2				114,62	5,85	F_Silica	0																					
08064	UV PCX	300	50,8		2				137,54	5,37	F_Silica	0																					
47051	CAF2 PCX	50	25,4		2	0,25	5	7	20	6,4	CAF2	0																					
47174	CAF2 PCX	63	25,4		2	0,25	5	7	25,1	5,4	CAF2	0																					
47052	CAF2 PCX	75	25,4		2	0,25	5	7	29,9	4,8	CAF2	0																					
47175	CAF2 PCX	100	25,4		2	0,25	5	7	39,9	4,1	CAF2	0																					
47053	CAF2 PCX	150	25,4		2	0,25	5	7	59,98	3,4	CAF2	0																					
47054	CAF2 PCX	200	25,4		2	0,25	5	7	79,98	3	CAF2	0																					
47176	CAF2 PCX	250	25,4		2	0,25	5	7	100	2,8	CAF2	0																					
47055	CAF2 PCX	500	25,4		2	0,25	5	7	199,99	2,4	CAF2	0																					
47177	CAF2 PCX	1000	25,4		2	0,25	5	7	399,9	2,2	CAF2	0																					
47056	CAF2 DCX	25,4	25,4		2	0,25	5	7	18,37	12,2	CAF2	-18,37																					
47057	CAF2 DCX	50,8	25,4		2	0,25	5	7	39,61	6,2	CAF2	-39,61																					
48018	CAF2 DCX	63,5	25,4		2	0,25	5	7	49,89	5,3	CAF2	-49,89																					
47058	CAF2 DCX	76,2	25,4		2	0,25	5	7	60,12	4,7	CAF2	-60,12																					
47059	CAF2 DCX	100	25,4		2	0,25	5	7	79,07	4,1	CAF2	-79,07																					
48019	CAF2 DCX	150	25,4		2	0,25	5	7	119,12	3,4	CAF2	-119,12																					
47072	ZNSE PCX	50,8	25,4		2	0,6	10,6	16	71,46	3,1	ZNSE	0																					
47181	ZNSE PCX	63,5	25,4		2				89,14	2,9	ZNSE	0																					
47073	ZNSE PCX	75	25,4		2				106,15	2,8	ZNSE	0																					
48020	ZNSE PCX	100	25,4		2				139,96	2,6	ZNSE	0																					
47074	ZNSE PCX	127	25,4		2				180,32	2,5	ZNSE	0																					
48021	ZNSE PCX	150	25,4		2				209,91	2,4	ZNSE	0																					
47075	ZNSE PCX	200	25,4		2				281,2	2,3	ZNSE	0																					
47182	ZNSE PCX	254	25,4		2				356,51	2,2	ZNSE	0																					
47076	ZNSE PCX	500	25,4		2				698,17	2,1	ZNSE	0																					
48428	Half Ball Lens	0,65	1		2				0,5	0,5	sapphire	0																					
48429	Half Ball Lens	1,3	2		2				1	1	sapphire	0																					
48430	Half Ball Lens	2,07	3,18		2				1,59	1,59	sapphire	0																					
48431	Half Ball Lens	3,1	4,76		2				2,38	2,38	sapphire	0																					
48432	Half Ball Lens	3,26	5		2				2,5	2,5	sapphire	0																					
48433	Half Ball Lens	4,13	6,35		2				3,18	3,18	sapphire	0																					
